sId,tbId,fdId,name,isTree,description,descriptionEn,copyId,mapTreeId,mapTreeLevel,addWhere,isTypeRel,remark,queue,createUser,createTime,modifyUser,modifyTime,sTamp
6e5b06de-e761-4a34-8d29-e90a7c6e9fa2,648979dd-a402-4167-b82c-67ccb2970cda,8b10c689-566d-4c20-86b7-b64b87fb61a9,登录类型,0,登录类型,NULL,d06f4906-e7b4-48ca-b653-9dd0a69ad1a6,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-07 10:26:50.8982815 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-07 10:27:12.1364017 +08:00,0x00000000022B7B8F
755426d8-367a-440d-bc01-92ffb773d677,2f161156-988e-4485-a6ef-96a3833bbc46,f5e51aa5-20a8-4a1c-9087-243eacc29f6f,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-04-02 23:03:53.9203795 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-04-02 23:03:53.9203795 +08:00,0x0000000000101B18
7740ed9c-550e-4bd0-a342-ac8ef88ee390,eb4c277f-504e-467f-a032-9c4a48b30c0a,729a9b46-da77-43f8-b8c9-afb70f764b72,payType,0,支付类型,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-27 11:23:48.8592598 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2017-01-03 20:10:51.1462118 +08:00,0x00000000013A34A8
7a0d9914-9d1d-4f40-b78a-920bba2b3216,ab52cd17-e597-4c87-a26c-f72ef9c6aeb9,fd440cdc-b2c0-4610-b043-76955665b625,int2,0,首页推荐,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-18 11:56:08.8457910 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-18 11:56:08.8457910 +08:00,0x00000000022BA37C
7a7932b6-58dd-4e2f-ae70-1a2940be5aca,c8316b04-32bb-47fd-9d8d-1b91f6a49001,c18587ae-72c6-4437-9979-90965173c401,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-07-25 20:10:51.7832261 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-07-25 20:10:51.7832261 +08:00,0x00000000008B4BB4
7c89a957-b278-47af-9e2f-8b7489bc2b8c,4255820b-1c14-4774-ad3c-de5b5bcf7ad5,23fdca28-a5da-4c2d-95f3-8f34404e9e92,type,0,媒体类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:42:36.8022524 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:42:36.8022524 +08:00,0x00000000022B7C10
7dc99e1e-b461-4090-9e35-ac56706628d8,2bf50b7c-aeb8-4922-9f6f-0e20fe6963ea,92aea8db-8360-4f3b-9987-96a4530c910f,type,0,消息类型,NULL,NULL,NULL,NULL,NULL,0,NULL,3,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 22:49:15.6488111 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 22:49:15.6488111 +08:00,0x00000000022B7BAB
8070f1b9-18c3-4cf6-9939-b8aaaad109b9,6218bd63-3845-434a-9a41-37b3cf0fdaf6,677882bf-37f7-4e99-89e0-4f0ef3fe9b80,type,0,媒体类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 19:36:56.3611634 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 19:36:56.3611634 +08:00,0x00000000022B7BFA
827aab61-b7d4-408b-bf91-be9347bf476e,240591d6-ea7f-46eb-a1ab-1d591af4f835,37090caa-d932-45f3-b214-939af7155a46,int1,0,文件类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-07-10 07:43:48.7576734 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-07-10 07:43:48.7576734 +08:00,0x000000000085271C
86edf78d-1e8f-4e54-92cc-1cc5ad3a4ce1,f275a76e-652e-4600-862c-0ae3d6c850b0,9ffe9069-f5b6-411b-99ff-2667344a2b4a,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-11-20 15:27:07.3726216 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-11-20 15:27:07.3726216 +08:00,0x00000000013A34D3
88167f12-c412-4730-8184-9f81c8e05112,867d06c2-f244-40fa-9c1a-f831b6255ba2,eb322463-3c41-47db-859e-3041a61eadfc,linkType,0,认证系统类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-07 11:58:29.2015052 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-07 11:58:29.2015052 +08:00,0x0000000000041ED6
8865fad6-ad55-40f7-bc96-663031ed6b57,eba651d5-1763-49c6-8255-680535683437,868a8ab8-783c-4e90-a05d-e8f4314ecc74,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-11-20 15:28:02.0917218 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-11-20 15:28:02.0917218 +08:00,0x00000000013A3524
88753ef8-08cd-427d-82a5-39be9dfa6447,cffd4607-cc6c-496f-bd3a-9acff0b43bd1,70617928-c87e-4310-b28a-e1216109b36f,clickType,0,动作类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-02-28 09:55:59.3947269 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-02-28 09:55:59.3947269 +08:00,0x00000000022B7C83
90fa0bcc-c24a-45da-a124-d3a01ea9a6b5,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,6071a312-f4c3-4e83-9ea6-4f4178f27f83,int3,0,版权,NULL,NULL,NULL,NULL,NULL,0,NULL,3,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 13:04:54.1465242 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 13:05:13.7937042 +08:00,0x00000000000DBAF5
9a054fb5-108c-4d9c-8fac-24230f62967f,d8efd150-0f94-4ad8-b5ac-90244df315b9,b2b70931-2973-459d-aba5-ab9dfaf91a61,type,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-08 09:23:01.6096460 +08:00,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-08 09:23:01.6096460 +08:00,0x00000000022D18FA
9c0f1ff5-2b08-4784-9775-5a20556e0219,eb4c277f-504e-467f-a032-9c4a48b30c0a,99f7ee2c-d5f1-4000-8050-d90c316e7ef0,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-26 15:31:28.7117674 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2017-01-03 20:10:41.1681252 +08:00,0x00000000013A34A9
9da4ce59-9f7f-46a2-942f-1f74a635fe14,3692af45-c510-4184-8d43-6afa722f7505,3c170a3b-7fcc-4513-a5ba-01efbcc606b5,uiType,0,UI类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,,2012-10-06 08:38:51.8698256 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-05-03 06:45:40.4578158 +08:00,0x0000000000602318
a1606b52-5f23-4334-b2e1-de34ab40fa1d,16fb67b6-0f59-409a-8232-2bf7bce5e09e,f2438aef-7b23-4d71-8567-c35693ed969b,state,0,状态,NULL,cabea3da-6518-496b-8801-b0ec17a42320,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 21:19:18.6269922 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 21:19:44.4062891 +08:00,0x00000000022B7CCF
a2699954-f497-42cf-b101-48b47699cf5e,3692af45-c510-4184-8d43-6afa722f7505,f2aa40a2-6c10-4d3d-b7ec-f2f20781d2a8,orderType,0,排序,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,2012-10-06 22:58:12.9784340 +08:00,,2012-10-06 22:58:26.3561992 +08:00,0x0000000000000815
a83d53d7-8f3f-459e-b5bb-cf215f9349a5,6cd3429d-b3ff-4b7f-bb96-64b5e56612f7,05e51dca-f5ef-4770-b9cc-4769394c9bfd,int1,0,性别,NULL,NULL,NULL,NULL,NULL,0,NULL,1,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-07-09 17:31:39.9953872 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 17:24:52.5302382 +08:00,0x00000000022D57E8
b127d6ae-afe1-4c0e-a097-74a0dec8053a,867d06c2-f244-40fa-9c1a-f831b6255ba2,1352502a-f07f-4b25-a542-7d27d88e03f1,infoType,0,消息类型,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-07 11:59:25.0619527 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-07 11:59:25.0619527 +08:00,0x0000000000041ED9
b6154687-2e95-4cdc-b188-600d29176ddd,e4e0bde1-9e20-457d-8f2f-ea845c76fde9,21427689-f1a2-4e00-93a2-d60e81de61be,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 15:18:35.4087854 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 15:18:35.4087854 +08:00,0x00000000022B6C04
bcfb81ca-215e-4c0f-a177-f448c17370dd,24dab026-0619-4647-b97c-63d69689b8f7,9ae3b977-0226-47a9-824d-002f3a3c0a16,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 16:03:41.0057997 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 16:03:41.0057997 +08:00,0x00000000022FCEB5
c5b81102-b2ef-447b-9443-93cb8754a58a,2f4f7c23-e491-4b4b-90d5-3c732a4929d7,fe7496ab-9902-48ff-b5bf-cefb3e169c15,int2,0,推荐,NULL,NULL,NULL,NULL,NULL,0,NULL,2,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:54:59.9920187 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:54:59.9920187 +08:00,0x00000000022FCEAF
c9d5d1d8-b968-4be0-80c2-5ae34488f5bb,16fb67b6-0f59-409a-8232-2bf7bce5e09e,f7057af0-0ee5-4c9e-98d8-a59f0d13e841,type,0,状态,NULL,cabea3da-6518-496b-8801-b0ec17a42320,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:10:41.1323281 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:11:26.5366250 +08:00,0x00000000022B7CD0
cabea3da-6518-496b-8801-b0ec17a42320,6218bd63-3845-434a-9a41-37b3cf0fdaf6,e995f9c8-ab15-4b21-af02-7044b1c8c821,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:08:05.2398014 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-01-01 20:08:05.2398014 +08:00,0x00000000022B7BFB
d06f4906-e7b4-48ca-b653-9dd0a69ad1a6,2bf50b7c-aeb8-4922-9f6f-0e20fe6963ea,7b469e6b-9038-400a-9e1b-726d02c2e91b,userType,0,登录类型,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 22:47:31.6878649 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-11-29 22:47:31.6878649 +08:00,0x00000000022B7BAC
d1b34f60-846a-4e0d-bb91-aa75505679fc,b6372bcc-7877-4829-ad76-08e4a74cabbc,6609791b-d0a2-4277-99f9-8457e961ee17,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-11-07 13:33:00.0203925 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-11-07 13:33:00.0203925 +08:00,0x000000000030559F
d2ddcf9f-a54c-4bc7-88ee-5ed27f66b201,bb0dd33f-da18-463f-8bf0-c988c1610f0e,bbe0ea58-438d-49a8-8d12-12851614650f,int2,0,性别,NULL,NULL,NULL,NULL,NULL,0,NULL,2,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:44:41.4353617 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:44:41.4353617 +08:00,0x00000000022D5830
d5c0e0ba-37f9-40b0-999f-8eb4507a8821,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,9659c5bc-ba5a-40db-9b66-24b6be898835,int2,0,属性,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 12:51:34.2537788 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 14:11:05.2834375 +08:00,0x00000000000DBCEA
ed10131f-e811-41d9-ac5d-18f29666f3b7,665c34db-412e-4e26-833c-c99ff0688a5b,6a5bffde-f49a-4bdf-8c82-7022acea39bc,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,1,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:19:36.4797326 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:19:36.4797326 +08:00,0x00000000022FCCC9
edbe3e28-8cac-47d3-a7f8-9d42c404924e,665c34db-412e-4e26-833c-c99ff0688a5b,e07bad77-134b-409e-992f-f5dbf8743dcb,int2,0,推荐,NULL,NULL,NULL,NULL,NULL,0,NULL,2,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:16:07.0346474 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:16:07.0346474 +08:00,0x00000000022FCCCA
f09d5fb6-7e47-4ea8-a715-ec24f1183d1f,97f50ef8-97a0-43a6-8e17-0c99f5e6732a,34037731-2000-4241-9c0f-f61561cd28f8,sex,0,性别,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-22 00:12:50.0712535 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-22 00:12:50.0712535 +08:00,0x00000000022B7C4E
f4975b4b-6a3b-4a05-9404-b7b726996121,064c5943-de5c-4f3e-bacb-8fa3b4c45b93,d78d30c8-7414-4184-bca2-b17b809ba8c5,int1,0,文档类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-03-30 18:59:41.7604717 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-03-30 18:59:41.7604717 +08:00,0x000000000010162D
f4e9fbff-5a83-4730-a8ba-fac47096bbd6,02f5953c-9721-4390-9946-e2076b4c9187,fefc03db-4f19-4ffb-b702-3083286afb83,int2,0,首页推荐,NULL,NULL,NULL,NULL,NULL,0,NULL,2,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 14:56:00.1611559 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 14:56:00.1611559 +08:00,0x00000000022FCAD5
f4fff5cd-4042-4a26-bcef-8b2abfdfbcb9,8008cb69-3a72-4a35-8199-e0b73b2bf53f,c3e8ee15-1365-4e6c-b314-8b8f4ac7f562,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-20 19:48:07.2577735 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-20 19:48:07.2577735 +08:00,0x00000000000C352D
f649016b-5ffb-42e5-97db-fe67e3cfef58,2f4f7c23-e491-4b4b-90d5-3c732a4929d7,046693af-c056-4ef3-b42e-a52e972781e3,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,1,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:43:27.9690543 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:43:27.9690543 +08:00,0x00000000022FCE5C
fd2686d6-4bf9-403c-804c-7b2b5d306727,3b2be63e-27cd-4948-83e5-e5538add362c,cc71139c-ea4e-4c84-b56c-933ac68f03f4,state,0,状态,NULL,4f5946ae-278c-4791-9f18-b8e29df34f9d,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-04 09:06:53.4689897 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-04 09:20:38.5653894 +08:00,0x00000000022B7D84
